Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
Hamilton County Community Services,Hamilton County Community Services,Children Adolescents Adults,(518)648-5355,(518)648-5355,143 White Birch Lane,Indian Lake,NY,12842-1409,Hamilton,Central New York,Self-Help Programs,Support,Self-Help,143 White Birch Lane Indian Lake Hamilton NY US 12842-1409,43.7781434,-74.2601203753816
Hamilton County Community Services,Hamilton County Community Services,Children Adolescents,(518)648-5355,(518)648-5355,83 White Birch Lane,Indian Lake,NY,12842-1409,Hamilton,Central New York,School Based Mental Health,Support,Education,83 White Birch Lane Indian Lake Hamilton NY US 12842-1409,43.7765981826246,-74.2597695545369
Center for Family Life and Recovery Inc.,Impact,Children Adolescents,(315)733-1709,(315)867-1317,109 Mary Street,Herkimer,NY,13350,Herkimer,Central New York,Family Support Services - Children & Family,Support,General Support,109 Mary Street Herkimer Herkimer NY US 13350,43.0287264285714,-74.9879930204082
Center for Family Life and Recovery Inc.,IMPACT,Children Adolescents,(315)733-1709,(315)866-8407,249 South Main Street,Herkimer,NY,13350,Herkimer,Central New York,Family Support Services - Children & Family,Support,General Support,249 South Main Street Herkimer Herkimer NY US 13350,43.023589,-74.9841572894737
Cornell Cooperative Extension,Children & Family Support Services,Adults,(315)866-7920,(315)866-7920,5657 State Route 5,Herkimer,NY,13350,Herkimer,Central New York,Advocacy/Support Services,Support,Self-Help,5657 State Route 5 Herkimer Herkimer NY US 13350,43.108566,-75.1654520964286
Herkimer County Community Services Board,Herkimer County Mental Health Services,Children Adolescents Adults,(315)867-1465,(315)867-1465,301 N. Washington Street,Herkimer,NY,13350-1299,Herkimer,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,301 N. Washington Street Herkimer Herkimer NY US 13350-1299,43.0291537,-74.9878119
Herkimer County Community Services Board,Non-Medicaid Care Coordination,Adults,(315)867-1465,(315)867-1465,301 N. Washington Street,Herkimer,NY,13350,Herkimer,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,301 N. Washington Street Herkimer Herkimer NY US 13350,43.0291537,-74.9878119
Herkimer County Community Services Board,Transition Management,Adolescents Adults,(315)867-1465,(315)867-1465,301 N. Washington Street,Herkimer,NY,13350,Herkimer,Central New York,Transition Management Services,Support,Care Coordination,301 N. Washington Street Herkimer Herkimer NY US 13350,43.0291537,-74.9878119
Mohawk Valley Psychiatric Center,Herkimer Clinic,Adults,(315)738-3800,(315)866-7630,205 North Main Street,Herkimer,NY,13350-0269,Herkimer,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,205 North Main Street Herkimer Herkimer NY US 13350-0269,43.026701,-74.987338
NYS ARC Herkimer County Chapter Inc.,Assisted Competitive Employment,Adults,(315)574-7000,(315)574-7662,350 S. Washington St,Herkimer,NY,13350,Herkimer,Central New York,Assisted Competitive Employment,Support,Vocational,350 S. Washington St Herkimer Herkimer NY US 13350,43.0216067096774,-74.9816910322581
NYS ARC Herkimer County Chapter Inc.,Ongoing Integrated Supported Work,Adults,(315)574-7000,(315)574-7662,350 S. Washington Street,Herkimer,NY,13350-0271,Herkimer,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,350 S. Washington Street Herkimer Herkimer NY US 13350-0271,43.0216067096774,-74.9816910322581
The Neighborhood Center Inc.,Childrens Health Home Care Management,Children Adolescents,(315)272-2600,(315)272-2700,628 Mary St,Utica,NY,13501,Herkimer,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,628 Mary St Utica Herkimer NY US 13501,43.09715,-75.22094
The Neighborhood Center Inc.,Expanded Community Support-AIM,Children Adolescents,(315)272-2600,(315)272-2600,624 Elizabeth St.,Utica,NY,13501,Herkimer,Central New York,School Based Mental Health,Support,Education,624 Elizabeth St. Utica Herkimer NY US 13501,43.097958,-75.2206
The Neighborhood Center Inc.,Family TIES,Children Adolescents,(315)272-2600,(315)272-2700,628 Elizabeth St.,Utica,NY,13501,Herkimer,Central New York,Home Based Crisis Intervention,Emergency,Crisis,628 Elizabeth St. Utica Herkimer NY US 13501,43.097927,-75.22049
The Neighborhood Center Inc.,Health  Home Care Management C&Y,Children Adolescents,(315)272-2600,(315)272-2700,628 Mary St,Utica,NY,13501,Herkimer,Central New York,Health Home Care Management,Support,Care Coordination,628 Mary St Utica Herkimer NY US 13501,43.09715,-75.22094
Upstate Cerebral Palsy Inc.,Advocacy,Not Reported,(315)724-6907,(315)866-2863x101,235 North Prospect Street,Herkimer,NY,13350,Herkimer,Central New York,Advocacy/Support Services,Support,Self-Help,235 North Prospect Street Herkimer Herkimer NY US 13350,43.0262775306122,-74.9890573673469
Upstate Cerebral Palsy Inc.,CSP - Other,Children Adolescents Adults,(315)724-6907,(315)866-2863x101,235 North Prospect Street,Herkimer,NY,13350,Herkimer,Central New York,Family Support Services - Children & Family,Support,General Support,235 North Prospect Street Herkimer Herkimer NY US 13350,43.0262775306122,-74.9890573673469
Upstate Cerebral Palsy Inc.,Image Center,Adults,(315)724-6907,(315)866-2863x106,235 North Prospect Street,Herkimer,NY,13350,Herkimer,Central New York,Drop In Centers,Support,Self-Help,235 North Prospect Street Herkimer Herkimer NY US 13350,43.0262775306122,-74.9890573673469
Upstate Cerebral Palsy Inc.,UCP - HH CM - Utica Area,Adults,(315)724-6907,(315)866-2863,235 North Prospect Street,Herkimer,NY,13350,Herkimer,Central New York,Health Home Care Management,Support,Care Coordination,235 North Prospect Street Herkimer Herkimer NY US 13350,43.0262775306122,-74.9890573673469
Upstate Cerebral Palsy Inc.,UCP - HH Non- Med CM - Utica Area,Adults,(315)724-6907,(315)866-2863,235 North Prospect Street,Herkimer,NY,13350,Herkimer,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,235 North Prospect Street Herkimer Herkimer NY US 13350,43.0262775306122,-74.9890573673469
Carthage Area Hospital,Carthage Area Hospital Behavioral Health Clinic,Children Adolescents Adults,(315)493-1000,(315)493-3300,3 Bridge Street,Carthage,NY,13619-1353,Jefferson,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,3 Bridge Street Carthage Jefferson NY US 13619-1353,43.9743385,-75.6138648346514
Central New York Psychiatric Center,Cape Vincent Mental Health Unit,Adults,(315)765-3600,(315)253-9382,Route 112e,Cape Vincent,NY,13618,Jefferson,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,Route 112e Cape Vincent Jefferson NY US 13618,44.125494,-76.3304640631677
Credo Comm. Center F/T Treatment of Addiction,Credo Community Center MH Clinic,Adolescents Adults,(315)788-1530,(315)788-1530,595 West Main Street,Watertown,NY,13601-1335,Jefferson,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,595 West Main Street Watertown Jefferson NY US 13601-1335,43.9827885,-75.9164769691781
Jefferson County Community Services,Non-Medicaid Care Coordination (AOT),Adults,(315)785-3283,(315)785-3283,175 Arsenal Street,Watertown,NY,13601,Jefferson,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,175 Arsenal Street Watertown Jefferson NY US 13601,43.9753478,-75.9139051
Jefferson Rehabilitation Center,Assisted Competitive Employment,Adults,(315)788-2730,(315)782-0330,615 West Main Street,Watertown,NY,13601,Jefferson,Central New York,Assisted Competitive Employment,Support,Vocational,615 West Main Street Watertown Jefferson NY US 13601,43.983207,-75.917311
Jefferson Rehabilitation Center,Ongoing Integrated Supported Employment,Adults,(315)788-2730,(315)782-0330,615 West Main Street,Watertown,NY,13601,Jefferson,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,615 West Main Street Watertown Jefferson NY US 13601,43.983207,-75.917311
Jefferson Rehabilitation Center,Transitional Employment Program Svcs,Adults,(315)788-2730,(315)782-0330,615 West Main Street,Watertown,NY,13601,Jefferson,Central New York,Transitional Employment Placement (TEP),Support,Vocational,615 West Main Street Watertown Jefferson NY US 13601,43.983207,-75.917311
Mental Health Association in Jefferson County,Adult Respite Program,Adults,(315)788-0970,(315)788-0970,425 Washington Street,Watertown,NY,13601-2861,Jefferson,Central New York,Respite Services,Support,General Support,425 Washington Street Watertown Jefferson NY US 13601-2861,43.970171,-75.9113070872055
Mental Health Association in Jefferson County,Bridges Psychosocial Club,Adults,(315)788-0970,(315)788-0970,425 Washington Street,Watertown,NY,13601-2602,Jefferson,Central New York,Psychosocial Club,Support,Self-Help,425 Washington Street Watertown Jefferson NY US 13601-2602,43.970171,-75.9113070872055
Mental Health Association in Jefferson County,Drop In Center,Adults,(315)788-0970,(315)788-0970,425 Washington Street,Watertown,NY,13601-2861,Jefferson,Central New York,Drop In Centers,Support,Self-Help,425 Washington Street Watertown Jefferson NY US 13601-2861,43.970171,-75.9113070872055
North Country Transitional Living Servs Inc.,Homeless/MICA,Adults,(315)782-1777,(315)782-1777x1014,482 Black River Parkway,Watertown,NY,13601,Jefferson,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,482 Black River Parkway Watertown Jefferson NY US 13601,43.980713,-75.9169725316274
North Country Transitional Living Servs Inc.,North Country TLS Chldren's HCBS Waiver  ICC (TCM),Children Adolescents,(315)782-1777,(315)782-1777x1016,482 Black River Parkway,Watertown,NY,13601-2416,Jefferson,Central New York,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,482 Black River Parkway Watertown Jefferson NY US 13601-2416,43.980713,-75.9169725316274
North Country Transitional Living Servs Inc.,TLS  Health Home Care Management,Children Adolescents,(315)782-1777,(315)782-1777,482 Black River Parkway,Watertown,NY,13601,Jefferson,Central New York,Health Home Care Management,Support,Care Coordination,482 Black River Parkway Watertown Jefferson NY US 13601,43.980713,-75.9169725316274
Northern Regional Center for Independent Livi,Jefferson County Family Support Services,Children Adolescents Adults,(315)785-8703,(315)785-8703,210 Court Street,Watertown,NY,13601,Jefferson,Central New York,Family Support Services - Children & Family,Support,General Support,210 Court Street Watertown Jefferson NY US 13601,43.9769886,-75.9124203
Northern Regional Center for Independent Livi,NRCIL Mental Health Advocate,Adolescents Adults,(315)785-8703,(315)785-8703,210 Court Street,Watertown,NY,13601,Jefferson,Central New York,Advocacy/Support Services,Support,Self-Help,210 Court Street Watertown Jefferson NY US 13601,43.9769886,-75.9124203
Samaritan Medical Center,Samaritan Behavioral Health Services,Children Adolescents Adults,(315)785-4000,(315)779-5060,1575 Washington Street,Watertown,NY,13601-9371,Jefferson,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,1575 Washington Street Watertown Jefferson NY US 13601-9371,43.9507115,-75.9121378916493
Samaritan Medical Center,Samaritan Medical Center Inpatient Mental Health Unit,Adults,(315)785-4000,(315)785-4543,830 Washington Street,Watertown,NY,13601-4034,Jefferson,Central New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,830 Washington Street Watertown Jefferson NY US 13601-4034,43.96477955,-75.9144351928418
The Children's Home of Jefferson County,Community Clinic of Jefferson County,Children Adolescents Adults,(315)788-7430,(315)788-7430x3107,167 Polk Street,Watertown,NY,13601-2770,Jefferson,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,167 Polk Street Watertown Jefferson NY US 13601-2770,43.9748322153605,-75.9060357915203
The Children's Home of Jefferson County,Community School Liaison Program,Children Adolescents,(315)788-7430,(315)405-7444,1704 State St.,Watertown,NY,13601,Jefferson,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,1704 State St. Watertown Jefferson NY US 13601,43.973249,-75.904131
The Children's Home of Jefferson County,Crisis Intervention,Children Adolescents Adults,(315)788-7430,(315)788-7430x1473,167 Polk St.,Watertown,NY,13601,Jefferson,Central New York,Crisis  Intervention,Emergency,Crisis,167 Polk St. Watertown Jefferson NY US 13601,43.9748322153605,-75.9060357915203
The Children's Home of Jefferson County,Family Based Respite Care,Children Adolescents,(315)788-7430,(315)779-1507,1704 State Street,Watertown,NY,13601,Jefferson,Central New York,Respite Services,Support,General Support,1704 State Street Watertown Jefferson NY US 13601,43.973249,-75.904131
The Children's Home of Jefferson County,Family Support Services,Adolescents,(315)788-7430,(315)788-7430x1445,120 Washington St.,Watertown,NY,13601,Jefferson,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,120 Washington St. Watertown Jefferson NY US 13601,43.9743371,-75.9113264
The Children's Home of Jefferson County,Health  Home Care Management C&Y,Children Adolescents,(315)788-7430,(315)788-7430,167 Polk Street,Watertown,NY,13601,Jefferson,Central New York,Health Home Care Management,Support,Care Coordination,167 Polk Street Watertown Jefferson NY US 13601,43.9748322153605,-75.9060357915203
The Children's Home of Jefferson County,Health Home Non Medicaid Care Management C&Y,Children Adolescents,(315)788-7430,(315)788-7430,167 Polk Street,Watertown,NY,13601,Jefferson,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,167 Polk Street Watertown Jefferson NY US 13601,43.9748322153605,-75.9060357915203
The Children's Home of Jefferson County,The Children's Home of Jefferson County - HH CM,Adults,(315)788-7430,(315)788-7430x1445,167 Polk Street,Watertown,NY,13601,Jefferson,Central New York,Health Home Care Management,Support,Care Coordination,167 Polk Street Watertown Jefferson NY US 13601,43.9748322153605,-75.9060357915203
The Children's Home of Jefferson County,The Children's Home of Jefferson County - HH Non- Med CM,Adults,(315)788-7430,(315)788-7430x1421,167 Polk Street,Watertown,NY,13601,Jefferson,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,167 Polk Street Watertown Jefferson NY US 13601,43.9748322153605,-75.9060357915203
August Aichhorn Ctr./Adoles. Resid. Care Inc,Aichhorn RTF - Brooklyn,Children Adolescents,(212)873-9170,(718)483-9871,2050 Dean Street,Brooklyn,NY,11233-4002,Kings,New York City,Residential Treatment Facility - Children & Youth,Inpatient,Residential Treatment Facility - Children & Youth,2050 Dean Street Brooklyn Kings NY US 11233-4002,40.6748382,-73.9196642839498
Baltic Street AEH Inc.,Baltic Resource and Wellness Center,Adults,(718)833-5929,(718)788-6100,882 3rd Avenue,Brooklyn,NY,11232,Kings,New York City,Advocacy/Support Services,Support,Self-Help,882 3rd Avenue Brooklyn Kings NY US 11232,40.6579597,-74.0055487586532
Baltic Street AEH Inc.,Brooklyn Peer Advocacy,Not Reported,(718)833-5929,(718)875-7744,250 Baltic Street,Brooklyn,NY,11201,Kings,New York City,Advocacy/Support Services,Support,Self-Help,250 Baltic Street Brooklyn Kings NY US 11201,40.68609915,-73.9947733494354
Baltic Street AEH Inc.,Brooklyn Self Help Program,Not Reported,(718)833-5929,(718)875-7744,250 Baltic Street,Brooklyn,NY,11201,Kings,New York City,Self-Help Programs,Support,Self-Help,250 Baltic Street Brooklyn Kings NY US 11201,40.68609915,-73.9947733494354
Baltic Street AEH Inc.,Geriatric Peer Advocacy,Not Reported,(718)833-5929,(718)774-1027,681 Clarkson Avenue,Brooklyn,NY,11206,Kings,New York City,Advocacy/Support Services,Support,Self-Help,681 Clarkson Avenue Brooklyn Kings NY US 11206,40.6572404,-73.934457060972
