Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
ComuniLife Inc.,ComuliLife Supported Housing/Brooklyn - Comm Svcs,Adults,(212)219-1618,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
ComuniLife Inc.,ComuniLife Supported Housing/MRT SH Brooklyn - Comm. Svcs,Adults,(212)219-1618,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Concern for Independent Living Inc.,Concern Bergen,Adults,(631)758-0474,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Concern for Independent Living Inc.,Concern East NY Avenue SP/SRO,Adults,(631)758-0474,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Concern for Independent Living Inc.,Concern - MacDougal,Adults,(631)758-0474,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Concern for Independent Living Inc.,Concern Rochester,Adults,(631)758-0474,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Concern for Independent Living Inc.,Concern Supported Housing/PC Long Stay Kings Co. - Comm Svcs,Adults,(631)758-0474,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Federation of Org. f/t NYS Ment.Disabled Inc,Fed of Org Supp Housing/Transformation SH KPC - Comm Svcs,Adults,(631)669-5355,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Fountain House Inc.,Fountain House Supported Housing/Kings - Comm. Svcs,Adults,(212)582-0340,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Guardians of the Sick Inc.,OUR PLACE IN NEW YORK,Adolescents,(718)438-2020,(718)438-2020x7407,5216 Eleventh Avenue,Brooklyn,NY,11219,Kings,New York City,Drop In Centers,Support,Self-Help,5216 Eleventh Avenue Brooklyn Kings NY US 11219,"NA","NA"
Institute for Community Living Inc.,(BK) ICL SH/St. Marks III SH Kings County - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Coney Island Community Residence,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Eastern Parkway Residence,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Emerson Family Development Center,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Halsey House,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL - Lewis Avenue Residence,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Prospect House,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL SH/Brooklyn St Marks III PC LS Kings - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL State Street Residence,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL St. Mark's Residence I,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL St. Mark's Residence II,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Supp Housing/SH CL Forensic Kings Cty - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Supp Housing/Supp Housing CL Kings Cty - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Supported Housing/Brooklyn Nursing Home - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Supported Housing Forensic/Brooklyn - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Supported Housing/MRT Supp Hsing Brooklyn - Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Supported Housing/NY NY III Kings/Brooklyn-Comm Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,ICL Treatment Apartment Program,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Lawton Street Community Residence,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Linden House Community Residence,Children Adolescents,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Livonia Avenue,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(LS) ICL SH/Lawton Scatter-Comm. Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Myrtle Avenue Community Residence/Single Room Occupancy,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Prospect House II,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S1) ICL SH/Cathedral Condo-Brooklyn-Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S2) ICL SH/Kings/CAP Scattersite - Comm.Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S3) ICL SH/Washington Ave Brooklyn-Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S4) ICL SH/Emerson Place Brooklyn-Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S5) ICL SH/Warren Street Brooklyn-Comm.Svcs.-Comm.Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S6) ICL SH/First Street Brooklyn - Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S7) ICL SH/OMH E. 98th (S+C I)-Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S9) ICL SH/OMH E. 98th (S+C II) - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S*) ICL SH/Brooklyn No. (Emerson) - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S%) ICL SH/Brooklyn South-Comm. Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S') ICL SH/Emerson Scattersite - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S@) ICL SH/HUD Family Scattered-Comm. Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S+) ICL SH/HUD IPS - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S-) ICL SH/KPC Kings - Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S#) ICL SH/KPC Kings - Comm. Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S:) ICL SH/Scattered Site MICA-Comm.Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S^) ICL SH/Stepping Stone OMH-Comm. Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(S$) ICL SH/St. Mark's Scattered Site - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(SO) ICL SH/OMH Scattersite (487 St. Marks) - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Steppingstone Congregate Support,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Support,Residential,Support Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,Steppingstone Congregate Treatment,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Kings,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Kings NY US Not Reported,"NA","NA"
